0.581	9
0.582	14
0.583	13
0.584	15
0.585	18
0.586	20
0.587	20
0.588	15
0.589	20
0.59	16
0.591	16
0.592	12
0.593	18
0.594	14
0.595	12
0.596	16
0.597	18
0.598	16
0.599	6
0.6	12
0.601	10
0.602	22
0.603	23
0.604	11
0.605	13
0.606	24
0.607	15
0.608	9
0.609	20
0.61	16
0.611	15
0.612	17
0.613	18
0.614	19
0.615	14
0.616	11
0.617	16
0.618	18
0.619	13
0.62	14
0.621	12
0.622	9
0.623	11
0.624	16
0.625	10
0.626	14
0.627	15
0.628	6
0.629	17
0.63	15
0.631	12
0.632	13
0.633	19
0.634	19
0.635	14
0.636	13
0.637	17
0.638	16
0.639	18
0.64	16
0.641	14
0.642	17
0.643	9
0.644	14
0.645	12
0.646	13
0.647	15
0.648	11
0.649	20
0.65	10
0.651	10
0.652	19
0.653	20
0.654	15
0.655	21
0.656	24
0.657	15
0.658	20
0.659	17
0.66	29
0.661	14
0.662	18
0.663	15
0.664	19
0.665	14
0.666	9
0.667	21
0.668	19
0.669	19
0.67	13
0.671	12
0.672	9
0.673	19
0.674	19
0.675	14
0.676	21
0.677	11
0.678	21
0.679	15
0.68	20
0.681	14
0.682	16
0.683	18
0.684	20
0.685	10
0.686	11
0.687	17
0.688	13
0.689	22
0.69	17
0.691	21
0.692	11
0.693	15
0.694	20
0.695	10
0.696	9
0.697	22
0.698	9
0.699	15
0.7	11
0.701	13
0.702	7
0.703	21
0.704	20
0.705	13
0.706	25
0.707	19
0.708	16
0.709	15
0.71	11
0.711	13
0.712	20
0.713	16
0.714	15
0.715	13
0.716	15
0.717	16
0.718	22
0.719	15
0.72	11
0.721	10
0.722	15
0.723	12
0.724	22
0.725	14
0.726	18
0.727	10
0.728	10
0.729	24
0.73	17
0.731	13
0.732	21
0.733	14
0.734	15
0.735	25
0.736	7
0.737	12
0.738	16
0.739	16
0.74	27
0.741	21
0.742	17
0.743	11
0.744	17
0.745	20
0.746	21
0.747	17
0.748	15
0.749	15
0.75	12
0.751	15
0.752	12
0.753	13
0.754	16
0.755	11
0.756	13
0.757	22
0.758	15
0.759	16
0.76	17
0.761	17
0.762	15
0.763	22
0.764	22
0.765	11
0.766	18
0.767	15
0.768	15
0.769	12
0.77	11
0.771	11
0.772	19
0.773	18
0.774	18
0.775	15
0.776	19
0.777	8
0.778	16
0.779	15
0.78	12
0.781	19
0.782	10
0.783	17
0.784	18
0.785	13
0.786	11
0.787	14
0.788	18
0.789	11
0.79	16
0.791	17
0.792	18
0.793	20
0.794	15
0.795	26
0.796	13
0.797	11
0.798	13
0.799	17
0.8	17
0.801	17
0.802	23
0.803	13
0.804	23
0.805	18
0.806	21
0.807	16
0.808	16
0.809	12
0.81	19
0.811	14
0.812	22
0.813	14
0.814	15
0.815	15
0.816	20
0.817	13
0.818	20
0.819	17
0.82	10
0.821	18
0.822	21
0.823	16
0.824	20
0.825	17
0.826	20
0.827	18
0.828	16
0.829	17
0.83	20
0.831	15
0.832	21
0.833	27
0.834	14
0.835	26
0.836	14
0.837	17
0.838	18
0.839	14
0.84	15
0.841	20
0.842	23
0.843	10
0.844	15
0.845	18
0.846	8
0.847	27
0.848	5
0.849	21
0.85	21
0.851	22
0.852	18
0.853	14
0.854	19
0.855	18
0.856	16
0.857	22
0.858	21
0.859	12
0.86	19
0.861	18
0.862	17
0.863	11
0.864	11
0.865	19
0.866	14
0.867	19
0.868	17
0.869	14
0.87	17
0.871	10
0.872	19
0.873	17
0.874	17
0.875	18
0.876	17
0.877	12
0.878	22
0.879	16
0.88	37
0.881	9
0.882	22
0.883	13
0.884	20
0.885	19
0.886	20
0.887	16
0.888	13
0.889	16
0.89	17
0.891	17
0.892	19
0.893	14
0.894	18
0.895	19
0.896	25
0.897	25
0.898	21
0.899	18
0.9	19
0.901	15
0.902	13
0.903	15
0.904	22
0.905	14
0.906	17
0.907	17
0.908	15
0.909	17
0.91	27
0.911	13
0.912	24
0.913	15
0.914	13
0.915	17
0.916	18
0.917	13
0.918	19
0.919	19
0.92	10
0.921	16
0.922	16
0.923	17
0.924	13
0.925	20
0.926	21
0.927	23
0.928	19
0.929	28
0.93	12
0.931	16
0.932	13
0.933	18
0.934	25
0.935	20
0.936	17
0.937	14
0.938	25
0.939	16
0.94	22
0.941	18
0.942	24
0.943	16
0.944	23
0.945	16
0.946	19
0.947	12
0.948	19
0.949	18
0.95	18
0.951	19
0.952	19
0.953	15
0.954	20
0.955	17
0.956	11
0.957	24
0.958	19
0.959	17
0.96	22
0.961	14
0.962	24
0.963	19
0.964	25
0.965	20
0.966	23
0.967	11
0.968	12
0.969	23
0.97	20
0.971	14
0.972	22
0.973	10
0.974	14
0.975	23
0.976	13
0.977	14
0.978	17
0.979	13
0.98	15
0.981	17
0.982	25
0.983	18
0.984	20
0.985	22
0.986	19
0.987	15
0.988	15
0.989	16
0.99	11
0.991	15
0.992	17
0.993	20
0.994	13
0.995	11
0.996	15
0.997	10
0.998	14
0.999	14
1	19
1.001	12
1.002	22
1.003	17
1.004	15
1.005	17
1.006	15
1.007	20
1.008	18
1.009	20
1.01	17
1.011	7
1.012	21
1.013	15
1.014	20
1.015	20
1.016	16
1.017	15
1.018	20
1.019	9
1.02	24
1.021	17
1.022	18
1.023	15
1.024	18
1.025	16
1.026	14
1.027	16
1.028	16
1.029	12
1.03	17
1.031	25
1.032	21
1.033	13
1.034	18
1.035	22
1.036	13
1.037	14
1.038	17
1.039	24
1.04	14
1.041	14
1.042	19
1.043	25
1.044	19
1.045	21
1.046	16
1.047	21
1.048	7
1.049	17
1.05	16
1.051	15
1.052	14
1.053	13
1.054	20
1.055	18
1.056	17
1.057	20
1.058	17
1.059	21
1.06	26
1.061	35
1.062	24
1.063	26
1.064	17
1.065	14
1.066	15
1.067	14
1.068	16
1.069	10
1.07	16
1.071	18
1.072	17
1.073	16
1.074	21
1.075	17
1.076	21
1.077	14
1.078	26
1.079	23
1.08	19
1.081	7
1.082	23
1.083	21
1.084	17
1.085	15
1.086	22
1.087	18
1.088	24
1.089	18
1.09	14
1.091	11
1.092	24
1.093	25
1.094	16
1.095	29
1.096	13
1.097	20
1.098	17
1.099	19
1.1	18
1.101	18
1.102	20
1.103	22
1.104	22
1.105	23
1.106	9
1.107	15
1.108	21
1.109	13
1.11	15
1.111	13
1.112	20
1.113	16
1.114	30
1.115	21
1.116	20
1.117	16
1.118	22
1.119	16
1.12	23
1.121	17
1.122	19
1.123	21
1.124	18
1.125	11
1.126	16
1.127	17
1.128	19
1.129	18
1.13	16
1.131	24
1.132	18
1.133	18
1.134	15
1.135	24
1.136	22
1.137	16
1.138	16
1.139	13
1.14	16
1.141	22
1.142	18
1.143	26
1.144	16
1.145	18
1.146	31
1.147	11
1.148	20
1.149	25
1.15	18
1.151	13
1.152	22
1.153	18
1.154	12
1.155	16
1.156	16
1.157	32
1.158	20
1.159	26
1.16	22
1.161	23
1.162	22
1.163	13
1.164	22
1.165	23
1.166	22
1.167	20
1.168	21
1.169	24
1.17	23
1.171	18
1.172	22
1.173	12
1.174	22
1.175	15
1.176	15
1.177	22
1.178	19
1.179	20
1.18	34
1.181	26
1.182	29
1.183	22
1.184	32
1.185	25
1.186	31
1.187	13
1.188	21
1.189	13
1.19	18
1.191	13
1.192	10
1.193	16
1.194	19
1.195	16
1.196	22
1.197	17
1.198	27
1.199	25
1.2	28
1.201	26
1.202	22
1.203	22
1.204	30
1.205	21
1.206	24
1.207	18
1.208	30
1.209	23
1.21	20
1.211	15
1.212	24
1.213	31
1.214	15
1.215	38
1.216	17
1.217	15
1.218	24
1.219	24
1.22	23
1.221	19
1.222	27
1.223	32
1.224	16
1.225	21
1.226	18
1.227	14
1.228	26
1.229	19
1.23	22
1.231	22
1.232	31
1.233	17
1.234	29
1.235	23
1.236	23
1.237	22
1.238	17
1.239	27
1.24	25
1.241	20
1.242	20
1.243	15
1.244	25
1.245	18
1.246	22
1.247	24
1.248	17
1.249	14
1.25	24
1.251	19
1.252	21
1.253	30
1.254	21
1.255	19
1.256	24
1.257	21
1.258	26
1.259	15
1.26	22
1.261	18
1.262	12
1.263	28
1.264	22
1.265	19
1.266	25
1.267	21
1.268	20
1.269	15
1.27	17
1.271	30
1.272	18
1.273	21
1.274	29
1.275	22
1.276	14
1.277	26
1.278	18
1.279	25
1.28	22
1.281	26
1.282	19
1.283	19
1.284	21
1.285	22
1.286	26
1.287	24
1.288	19
1.289	19
1.29	14
1.291	18
1.292	19
1.293	28
1.294	31
1.295	23
1.296	31
1.297	35
1.298	17
1.299	26
1.3	18
1.301	21
1.302	19
1.303	12
1.304	15
1.305	12
1.306	18
1.307	16
1.308	18
1.309	17
1.31	16
1.311	20
1.312	23
1.313	21
1.314	31
1.315	21
1.316	23
1.317	24
1.318	22
1.319	24
1.32	15
1.321	20
1.322	20
1.323	23
1.324	19
1.325	25
1.326	24
1.327	24
1.328	31
1.329	24
1.33	15
1.331	23
1.332	24
1.333	17
1.334	22
1.335	25
1.336	21
1.337	25
1.338	12
1.339	20
1.34	20
1.341	18
1.342	20
1.343	17
1.344	22
1.345	25
1.346	21
1.347	31
1.348	16
1.349	26
1.35	21
1.351	24
1.352	16
1.353	28
1.354	19
1.355	22
1.356	33
1.357	20
1.358	14
1.359	21
1.36	23
1.361	18
1.362	26
1.363	27
1.364	14
1.365	21
1.366	24
1.367	23
1.368	21
1.369	19
1.37	25
1.371	23
1.372	19
1.373	26
1.374	21
1.375	17
1.376	19
1.377	13
1.378	25
1.379	25
1.38	18
1.381	15
1.382	20
1.383	29
1.384	13
1.385	23
1.386	19
1.387	25
1.388	25
1.389	33
1.39	26
1.391	26
1.392	16
1.393	21
1.394	25
1.395	22
1.396	21
1.397	28
1.398	17
1.399	29
1.4	21
1.401	24
1.402	33
1.403	18
1.404	17
1.405	29
1.406	23
1.407	13
1.408	17
1.409	28
1.41	20
1.411	15
1.412	18
1.413	26
1.414	23
1.415	19
1.416	22
1.417	24
1.418	18
1.419	19
1.42	16
1.421	17
1.422	21
1.423	20
1.424	17
1.425	23
1.426	20
1.427	24
1.428	22
1.429	24
1.43	17
1.431	25
1.432	22
1.433	24
1.434	25
1.435	23
1.436	25
1.437	25
1.438	21
1.439	20
1.44	19
1.441	36
1.442	25
1.443	18
1.444	20
1.445	26
1.446	30
1.447	29
1.448	21
1.449	25
1.45	32
1.451	22
1.452	24
1.453	19
1.454	24
1.455	19
1.456	26
1.457	19
1.458	25
1.459	35
1.46	30
1.461	18
1.462	26
1.463	25
1.464	21
1.465	16
1.466	23
1.467	27
1.468	20
1.469	30
1.47	19
1.471	19
1.472	19
1.473	23
1.474	25
1.475	25
1.476	34
1.477	18
1.478	24
1.479	26
1.48	17
1.481	19
1.482	23
1.483	29
1.484	24
1.485	16
1.486	23
1.487	28
1.488	27
1.489	18
1.49	26
1.491	22
1.492	16
1.493	25
1.494	26
1.495	31
1.496	22
1.497	33
1.498	23
1.499	18
1.5	31
1.501	24
1.502	26
1.503	25
1.504	31
1.505	36
1.506	33
1.507	23
1.508	21
1.509	28
1.51	23
1.511	22
1.512	30
1.513	32
1.514	46
1.515	37
1.516	46
1.517	45
1.518	32
1.519	43
1.52	43
1.521	30
1.522	25
1.523	33
1.524	32
1.525	35
1.526	26
1.527	27
1.528	20
1.529	24
1.53	32
1.531	30
1.532	33
1.533	41
1.534	41
1.535	35
1.536	28
1.537	28
1.538	31
1.539	31
1.54	26
1.541	26
1.542	17
1.543	37
1.544	28
1.545	25
1.546	38
1.547	35
1.548	44
1.549	28
1.55	21
1.551	32
1.552	22
1.553	33
1.554	33
1.555	27
1.556	26
1.557	18
1.558	37
1.559	37
1.56	35
1.561	26
1.562	45
1.563	30
1.564	26
1.565	27
1.566	23
1.567	21
1.568	30
1.569	33
1.57	20
1.571	30
1.572	27
1.573	35
1.574	34
1.575	28
1.576	40
1.577	27
1.578	24
1.579	26
1.58	26
1.581	27
1.582	26
1.583	34
1.584	25
1.585	30
1.586	22
1.587	39
1.588	29
1.589	29
1.59	26
1.591	25
1.592	37
1.593	34
1.594	28
1.595	33
1.596	28
1.597	28
1.598	24
1.599	29
1.6	30
1.601	31
1.602	30
1.603	32
1.604	47
1.605	39
1.606	26
1.607	22
1.608	35
1.609	31
1.61	23
1.611	27
1.612	33
1.613	31
1.614	20
1.615	31
1.616	30
1.617	31
1.618	40
1.619	27
1.62	17
1.621	24
1.622	26
1.623	33
1.624	24
1.625	27
1.626	27
1.627	21
1.628	31
1.629	29
1.63	29
1.631	27
1.632	21
1.633	40
1.634	27
1.635	33
1.636	33
1.637	21
1.638	23
1.639	20
1.64	21
1.641	24
1.642	37
1.643	35
1.644	30
1.645	36
1.646	19
1.647	42
1.648	27
1.649	32
1.65	19
1.651	40
1.652	31
1.653	26
1.654	32
1.655	27
1.656	34
1.657	35
1.658	34
1.659	30
1.66	31
1.661	34
1.662	28
1.663	21
1.664	25
1.665	26
1.666	39
1.667	28
1.668	34
1.669	40
1.67	33
1.671	30
1.672	22
1.673	28
1.674	27
1.675	39
1.676	37
1.677	29
1.678	13
1.679	25
1.68	23
1.681	29
1.682	35
1.683	36
1.684	27
1.685	31
1.686	31
1.687	42
1.688	29
1.689	26
1.69	26
1.691	41
1.692	27
1.693	32
1.694	35
1.695	34
1.696	43
1.697	34
1.698	41
1.699	37
1.7	42
1.701	31
1.702	45
1.703	27
1.704	30
1.705	35
1.706	39
1.707	34
1.708	27
1.709	26
1.71	30
1.711	25
1.712	36
1.713	29
1.714	36
1.715	43
1.716	41
1.717	60
1.718	32
1.719	33
1.72	25
1.721	36
1.722	44
1.723	48
1.724	35
1.725	20
1.726	25
1.727	25
1.728	31
1.729	45
1.73	29
1.731	28
1.732	13
1.733	26
1.734	23
1.735	20
1.736	18
1.737	25
1.738	24
1.739	20
1.74	19
1.741	17
1.742	24
1.743	14
1.744	19
1.745	38
1.746	26
1.747	24
1.748	21
1.749	28
1.75	30
1.751	20
1.752	22
1.753	25
1.754	22
1.755	16
1.756	25
1.757	18
1.758	16
1.759	32
1.76	22
1.761	23
1.762	30
1.763	32
1.764	33
1.765	22
1.766	31
1.767	23
1.768	23
1.769	19
1.77	11
1.771	28
1.772	23
1.773	18
1.774	18
1.775	24
1.776	34
1.777	33
1.778	34
1.779	23
1.78	29
1.781	27
1.782	23
1.783	27
1.784	30
1.785	21
1.786	22
1.787	21
1.788	33
1.789	22
1.79	29
1.791	28
1.792	42
1.793	27
1.794	33
1.795	31
1.796	30
1.797	24
1.798	13
1.799	26
1.8	20
1.801	29
1.802	23
1.803	25
1.804	31
1.805	33
1.806	22
1.807	24
1.808	29
1.809	21
1.81	12
1.811	21
1.812	21
1.813	16
1.814	33
1.815	20
1.816	22
1.817	31
1.818	31
1.819	27
1.82	17
1.821	20
1.822	19
1.823	21
1.824	13
1.825	17
1.826	22
1.827	25
1.828	26
1.829	29
1.83	38
1.831	19
1.832	20
1.833	22
1.834	28
1.835	29
1.836	23
1.837	31
1.838	24
1.839	35
1.84	21
1.841	23
1.842	29
1.843	21
1.844	30
1.845	18
1.846	21
1.847	29
1.848	36
1.849	27
1.85	19
1.851	21
1.852	27
1.853	30
1.854	28
1.855	46
1.856	32
1.857	35
1.858	23
1.859	18
1.86	30
1.861	31
1.862	25
1.863	22
1.864	26
1.865	28
1.866	28
1.867	41
1.868	34
1.869	28
1.87	33
1.871	27
1.872	41
1.873	34
1.874	21
1.875	33
1.876	42
1.877	28
1.878	26
1.879	56
1.88	46
1.881	24
1.882	40
1.883	38
1.884	26
1.885	30
1.886	30
1.887	31
1.888	31
1.889	31
1.89	37
1.891	28
1.892	33
1.893	20
1.894	30
1.895	26
1.896	25
1.897	27
1.898	27
1.899	34
1.9	28
1.901	39
1.902	25
1.903	17
1.904	23
1.905	24
1.906	19
1.907	27
1.908	32
1.909	24
1.91	24
1.911	32
1.912	37
1.913	21
1.914	19
1.915	27
1.916	30
1.917	29
1.918	27
1.919	26
1.92	23
1.921	27
1.922	32
1.923	46
1.924	30
1.925	27
1.926	25
1.927	15
1.928	24
1.929	29
1.93	26
1.931	18
1.932	31
1.933	23
1.934	35
1.935	45
1.936	25
1.937	21
1.938	24
1.939	23
1.94	24
1.941	32
1.942	28
1.943	26
1.944	30
1.945	27
1.946	30
1.947	34
1.948	31
1.949	21
1.95	28
1.951	25
1.952	29
1.953	34
1.954	32
1.955	32
1.956	32
1.957	26
1.958	33
1.959	18
1.96	33
1.961	28
1.962	26
1.963	37
1.964	37
1.965	48
1.966	29
1.967	30
1.968	26
1.969	24
1.97	21
1.971	26
1.972	29
1.973	35
1.974	18
1.975	20
1.976	26
1.977	26
1.978	17
1.979	22
1.98	29
1.981	18
1.982	23
1.983	25
1.984	31
1.985	29
1.986	25
1.987	16
1.988	22
1.989	18
1.99	23
1.991	16
1.992	16
1.993	14
1.994	23
1.995	21
1.996	26
1.997	28
1.998	31
1.999	27
2	20
2.001	22
2.002	20
2.003	25
2.004	26
2.005	23
2.006	19
2.007	26
2.008	28
2.009	27
2.01	19
2.011	25
2.012	34
2.013	21
2.014	16
2.015	13
2.016	20
2.017	23
2.018	26
2.019	20
2.02	15
2.021	19
2.022	20
2.023	23
2.024	24
2.025	30
2.026	25
2.027	24
2.028	32
2.029	19
2.03	21
2.031	9
2.032	29
2.033	18
2.034	24
2.035	29
2.036	25
2.037	23
2.038	22
2.039	26
2.04	27
2.041	23
2.042	26
2.043	16
2.044	19
2.045	32
2.046	26
2.047	46
2.048	36
2.049	36
2.05	31
2.051	16
2.052	31
2.053	25
2.054	22
2.055	24
2.056	22
2.057	23
2.058	31
2.059	28
2.06	27
2.061	19
2.062	28
2.063	30
2.064	27
2.065	30
2.066	27
2.067	26
2.068	28
2.069	26
2.07	25
2.071	12
2.072	32
2.073	27
2.074	27
2.075	19
2.076	25
2.077	21
2.078	27
2.079	32
2.08	29
2.081	19
2.082	29
2.083	26
2.084	23
2.085	21
2.086	30
2.087	30
2.088	23
2.089	29
2.09	34
2.091	28
2.092	30
2.093	22
2.094	21
2.095	26
2.096	18
2.097	30
2.098	21
2.099	25
2.1	31
2.101	30
2.102	30
2.103	27
2.104	37
2.105	22
2.106	19
2.107	25
2.108	28
2.109	29
2.11	21
2.111	26
2.112	24
2.113	25
2.114	22
2.115	33
2.116	34
2.117	26
2.118	32
2.119	30
2.12	26
2.121	24
2.122	21
2.123	28
2.124	33
2.125	28
2.126	31
2.127	47
2.128	32
2.129	30
2.13	20
2.131	30
2.132	21
2.133	27
2.134	29
2.135	34
2.136	33
2.137	29
2.138	35
2.139	41
2.14	26
2.141	34
2.142	28
2.143	37
2.144	46
2.145	43
2.146	29
2.147	37
2.148	27
2.149	34
2.15	45
2.151	40
2.152	43
2.153	34
2.154	25
2.155	32
2.156	32
2.157	29
2.158	25
2.159	28
2.16	34
2.161	37
2.162	33
2.163	39
2.164	21
2.165	39
2.166	35
2.167	31
2.168	34
2.169	38
2.17	29
2.171	33
2.172	36
2.173	34
2.174	26
2.175	36
2.176	32
2.177	30
2.178	18
2.179	33
2.18	39
2.181	26
2.182	47
2.183	42
2.184	24
2.185	31
2.186	26
2.187	33
2.188	23
2.189	36
2.19	32
2.191	38
2.192	45
2.193	52
2.194	39
2.195	36
2.196	37
2.197	33
2.198	37
2.199	48
2.2	38
2.201	52
2.202	42
2.203	45
2.204	41
2.205	58
2.206	44
2.207	58
2.208	38
2.209	31
2.21	42
2.211	40
2.212	43
2.213	32
2.214	33
2.215	31
2.216	38
2.217	30
2.218	33
2.219	28
2.22	35
2.221	40
2.222	34
2.223	31
2.224	28
2.225	33
2.226	25
2.227	27
2.228	38
2.229	38
2.23	29
2.231	34
2.232	34
2.233	26
2.234	35
2.235	30
2.236	30
2.237	26
2.238	29
2.239	29
2.24	35
2.241	40
2.242	33
2.243	31
2.244	38
2.245	39
2.246	30
2.247	21
2.248	29
2.249	27
2.25	35
2.251	30
2.252	41
2.253	17
2.254	23
2.255	31
2.256	40
2.257	35
2.258	24
2.259	34
2.26	26
2.261	40
2.262	53
2.263	45
2.264	31
2.265	25
2.266	28
2.267	37
2.268	35
2.269	33
2.27	33
2.271	34
2.272	34
2.273	44
2.274	30
2.275	35
2.276	38
2.277	33
2.278	36
2.279	39
2.28	40
2.281	40
2.282	33
2.283	30
2.284	33
2.285	22
2.286	30
2.287	25
2.288	25
2.289	27
2.29	26
2.291	24
2.292	29
2.293	29
2.294	24
2.295	30
2.296	32
2.297	29
2.298	20
2.299	25
2.3	25
2.301	29
2.302	24
2.303	25
2.304	24
2.305	28
2.306	25
2.307	23
2.308	35
2.309	27
2.31	25
2.311	28
2.312	20
2.313	28
2.314	23
2.315	27
2.316	35
2.317	19
2.318	36
2.319	27
2.32	42
2.321	22
2.322	16
2.323	30
2.324	22
2.325	25
2.326	28
2.327	19
2.328	27
2.329	26
2.33	35
2.331	38
2.332	31
2.333	27
2.334	27
